,url,length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank
30,https://www.seatguru.com/airlines/LATAM_Chile/information.php,61,16,0,3,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,3,3,3,11,8,11,6.142857143,5.5,6.4,0,0,0,0,0,0,96,0.854166667,0.145833333,0,0,0,0.071428571,0,0.0,0,0,100.0,0,14.28571429,85.71428571,0,0,0,42.85714286,0,0,0,1,1,0,234,7071,76196,0,0,5
31,http://ijikc.co.in/sites/ijikc20/rating/ken7xx7y0p9/wemail_al.html/,67,11,0,3,0,0,0,0,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0.089552239,0.0,0,0,0,0,0,3,0,1,0,0,0,0,8,1,2,5,2,11,5,11,5.75,5.0,5.857142857,1,0,0,0,0,0,15,0.666666667,0.333333333,0,0,0,0.2,0,0.0,0,1,83.33333333,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,369,-1,4429323,0,1,2
32,http://hackaday.com/2017/05/05/converting-parallel-port-cncs-to-usb/,68,12,0,1,5,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0.117647059,0.0,0,0,0,0,0,1,0,0,0,0,1,0,10,1,2,8,2,10,8,10,4.7,8.0,4.333333333,0,0,0,0,0,0,109,0.7064220179999999,0.293577982,0,0,0,0.5,0,0.1875,0,0,91.66666667,0,66.66666667,33.33333333,0,0,0,85.14851485,0,0,0,0,0,0,322,5887,10549,0,0,6
33,http://marketinghelper.com.au/themes/sports/wp-content/net/c74c4bf0dad9cbae3d80faa054b7d8ca/,92,22,1,2,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0.141304348,0.0,0,0,0,0,0,2,1,0,0,0,0,0,7,1,2,15,2,32,15,32,10.14285714,15.0,9.333333333,3,0,0,0,0,0,11,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,1,1,0,-1,0,0,1,1
34,http://www.businessdictionary.com/definition/random-access-memory-RAM.html,74,26,0,3,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,8,6,3,3,3,18,18,10,7.0,10.5,5.833333333,0,0,0,0,0,0,107,0.7570093459999999,0.242990654,0,3,0,0.038461538,0,0.230769231,0,1,30.76923077,0,0.0,0.0,0,0,0,41.17647059,0,0,0,0,1,0,515,7521,10660,0,0,5
35,https://www.mindtools.com/pages/article/passive-aggressive-people.htm,69,17,0,3,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,8,7,3,3,3,10,9,10,6.25,6.0,6.333333333,0,0,0,0,0,0,202,0.955445545,0.044554455,0,0,0,0.333333333,0,0.444444444,0,0,100.0,0,94.44444444,5.555555556,0,0,0,46.66666667,0,0,0,0,1,0,296,8836,5999,0,0,5
36,https://onedrive.live.com/redir?resid=15D888F2C88E7D68%21104&amp;authkey=%21ALaPI82Fus8uHw8&amp;page=View&amp;wd=target%28MARTCO.one%7C248982a3-c6db-4608-9b3f-59d46f4a8f11%2FDan%20Shared%20a%20file%20with%20you%7C85b5e37c-8918-4d14-b5a0-0742bfe487b0%2F%29,255,17,1,3,8,0,1,3,0,4,0,0,13,3,0,1,0,3,0,5,0,0,0,0,0,0.329411765,0.0,0,0,0,0,0,3,0,0,0,0,0,0,32,6,2,4,2,17,8,17,6.59375,6.0,6.633333333,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,158,9338,21,0,0,5
37,http://useful_english.enacademic.com/76401/latency_stage,56,29,0,2,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.089285714,0.0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,5,6,5,10,10,7,6.666666667,7.666666667,5.666666667,0,0,0,0,0,0,79,0.7468354429999999,0.253164557,0,0,0,0.1,0,0.0,0,1,52.0,0,0.0,100.0,0,0,0,100.0,0,0,0,1,1,0,55,3232,65403,0,1,4
38,http://heppler.ch.net2care.com/https//admin.hostpoint.ch/a7759c7e6734e26f4b78cf6526eb95cf/,90,23,1,5,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,1,1,1,0.233333333,0.043478261,0,0,0,0,0,3,0,0,0,0,0,0,8,3,2,2,2,32,8,32,8.75,5.666666667,10.6,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,7,359,0,0,1,1
39,https://www.peopleshost.com/,28,19,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,2,3,3,3,0,11,11,0,7.0,7.0,0.0,0,0,0,0,0,0,26,0.653846154,0.346153846,0,1,0,0.222222222,0,0.0,0,1,66.66666667,0,33.33333333,66.66666667,0,0,0,71.42857143,0,0,0,0,0,0,1485,3993,198861,0,0,3
40,https://login.microsoftonline.com/aa687de1-52b4-4b91-9b35-794eba4fd892/oauth2/authorize?client_id=00000003-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code%20id_token&resource=00000003-0000-0ff1-ce00-000000000000&scope=openid&nonce=F8E39448E7F455909658C6541B1D4188B5AF5FF41A82B0C7-76F2FDDAB526860B987CC05525FB5D9EF62A21217264DAAAEC8765DBF0C7B204&redirect_uri=https:%2F%2Fossm-my.sharepoint.com%2F_forms%2Fdefault.aspx&wsucxt=1&cobrandid=11bd8083-87e0-41b5-bb78-0bc43c8a8e8a&client-request-id=be6a829e-c01e-6000-e679-24fcba0302ac,550,25,1,5,24,0,1,9,0,10,7,0,5,5,0,2,0,0,0,1,0,1,0,1,0,0.3527272729999999,0.0,0,0,1,0,0,3,0,0,1,0,0,0,64,146,1,5,1,64,15,64,7.40625,10.0,7.322580645,1,1,0,0,0,0,12,0.333333333,0.666666667,0,0,0,0.0,0,0.25,0,1,33.33333333,0,0.0,0.0,0,0,0,0.0,0,0,0,1,1,0,349,6591,30,0,1,4
41,https://secured-signon.serveirc.com/ccc/login.php?cmd=login_submit&id=798bd7aefc9fced2e3195de61f7f4e1e798bd7aefc9fced2e3195de61f7f4e1e&session=798bd7aefc9fced2e3195de61f7f4e1e798bd7aefc9fced2e3195de61f7f4e1e,207,27,1,3,1,0,1,2,0,3,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.289855072,0.0,0,0,0,0,0,3,1,0,0,0,0,0,13,4,2,6,2,64,8,64,14.07692308,7.0,16.2,2,0,0,0,0,0,10,0.9,0.1,0,0,0,0.0,0,0.0,0,0,50.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,0,0,727,7308,0,0,1,0
42,http://tounyou11.com/cart/,26,13,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.076923077,0.153846154,0,0,0,0,0,1,0,0,0,0,0,0,2,1,4,9,4,9,9,4,6.5,9.0,4.0,0,0,0,0,0,0,169,0.970414201,0.029585799,0,0,0,0.0,0,0.0,0,0,81.81818182,0,100.0,0.0,0,0,0,25.0,0,0,0,1,1,0,214,1613,0,0,0,2
43,http://auth01srvresolution.net/srv,34,23,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.058823529,0.086956522,0,0,0,0,0,1,0,0,0,0,4,0,2,0,3,19,3,19,19,3,11.0,19.0,3.0,0,0,0,0,0,0,585,0.969230769,0.030769231,0,0,0,0.055555556,0,0.055555556,0,1,60.0,0,98.29059829,1.709401709,0,0,0,96.92832765,0,0,0,1,1,0,357,7,0,0,1,0
44,https://www.stresni-nosice.cz/,30,21,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,3,3,3,3,0,7,7,0,5.333333333,5.333333333,0.0,0,0,0,0,0,0,51,0.196078431,0.8039215690000001,0,0,0,0.292682927,0,0.219512195,0,1,7.692307692000001,0,0.0,100.0,0,0,0,94.59459459,0,0,0,1,1,1,136,5614,2713740,0,0,3
45,http://betasus7.blogspot.com,28,21,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.035714286,0.047619048,0,0,0,0,0,2,0,0,1,0,1,0,2,0,8,8,0,8,8,0,8.0,8.0,0.0,0,1,0,0,0,0,14,0.071428571,0.928571429,0,0,0,0.846153846,0,0.615384615,0,1,0.0,0,0.0,0.0,0,0,0,14.28571429,0,0,0,1,0,0,374,7295,0,0,1,5
46,http://www.gradshower.com/wp-content/plugins/Update/bancor/12b4f46e20f5b37f3aefb14d071024a5/auth.php,100,18,1,3,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,1,0.2,0.0,0,0,0,0,0,3,1,0,0,0,0,0,10,3,2,3,2,32,10,32,8.0,6.5,8.375,3,0,0,0,0,0,59,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,112,254,0,0,1,0
47,http://www.brighant.com/1122/?sec=JochenKuntermann,50,16,0,2,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.08,0.0,0,0,0,0,0,2,0,0,1,0,0,0,5,6,3,3,3,16,8,16,6.8,5.5,7.666666667,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,92,2100,0,0,1,0
48,https://drive.google.com/file/d/0B0zLWpkgtmYySkFlYmF6eVJQZUE,60,16,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.05,0.0,0,0,0,0,0,2,0,0,0,0,2,0,5,2,1,5,1,28,6,28,8.8,5.5,11.0,1,1,0,0,0,0,10,0.0,1.0,0,2,0,0.0,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,2974,8348,1,0,1,10
